,gripper,time
94,False,1727269602753855967
95,False,1727269602764507953
96,False,1727269602775224302
97,False,1727269602785929030
98,False,1727269602796633429
99,False,1727269602807257743
100,False,1727269602818026475
101,False,1727269602828752981
102,False,1727269602839495824
103,False,1727269602850264002
104,False,1727269602860978088
105,False,1727269602871651396
106,False,1727269602882476368
107,False,1727269602893243166
108,False,1727269602903868583
109,False,1727269602914497944
110,False,1727269602925200030
111,False,1727269602935886108
112,False,1727269602946571053
113,False,1727269602957371600
114,False,1727269602968001840
115,False,1727269602978646935
116,False,1727269602989403963
117,False,1727269603000033531
118,False,1727269603010645210
119,False,1727269603021339285
120,False,1727269603031937450
121,False,1727269603042546528
122,False,1727269603053285990
123,False,1727269603063909314
124,False,1727269603074527326
125,False,1727269603085207640
126,False,1727269603095855171
127,False,1727269603106565701
128,False,1727269603117248339
129,False,1727269603127929506
130,False,1727269603138609904
131,False,1727269603149337308
132,False,1727269603160032512
133,False,1727269603170662255
134,False,1727269603181357477
135,False,1727269603191978529
136,False,1727269603202606433
137,False,1727269603213292178
138,False,1727269603224026366
139,False,1727269603234698338
140,False,1727269603244973814
141,False,1727269603255502496
142,False,1727269603266255785
143,False,1727269603276851700
144,False,1727269603287617817
145,False,1727269603298414640
146,False,1727269603309048505
147,False,1727269603319684948
148,False,1727269603330437396
149,False,1727269603341124255
150,False,1727269603351753735
151,False,1727269603362430289
152,False,1727269603373125873
153,False,1727269603383835606
154,False,1727269603394484042
155,False,1727269603405183480
156,False,1727269603415857987
157,False,1727269603426544854
158,False,1727269603437242707
159,False,1727269603447886769
160,False,1727269603458579322
161,False,1727269603469343145
162,False,1727269603479952645
163,False,1727269603490590082
164,False,1727269603501294670
165,False,1727269603511982553
166,False,1727269603522635853
167,False,1727269603533406499
168,False,1727269603544047994
169,False,1727269603554672494
170,False,1727269603565382185
171,False,1727269603576021432
172,False,1727269603586628938
173,False,1727269603597346614
174,False,1727269603607993312
175,False,1727269603618630677
176,False,1727269603629337694
177,False,1727269603639997423
178,False,1727269603650702327
179,False,1727269603661418228
180,False,1727269603672224537
181,False,1727269603682826767
182,False,1727269603693523936
183,False,1727269603704252603
184,False,1727269603714970009
185,False,1727269603725664424
186,False,1727269603736355321
187,False,1727269603747081318
188,False,1727269603757767984
189,False,1727269603768439534
190,False,1727269603779113825
191,False,1727269603789785701
192,False,1727269603800526084
193,False,1727269603811249082
194,False,1727269603822056732
195,False,1727269603832689300
196,False,1727269603843526955
197,False,1727269603854337466
198,False,1727269603864970679
199,False,1727269603875621713
200,False,1727269603886347289
201,False,1727269603897023247
202,False,1727269603907698342
203,False,1727269603918471937
204,False,1727269603929172411
205,False,1727269603939797849
206,False,1727269603950515535
207,False,1727269603961225492
208,False,1727269603971922232
209,False,1727269603982562191
210,False,1727269603993266910
211,False,1727269604003962251
212,False,1727269604014603650
213,False,1727269604025329247
214,False,1727269604036046979
215,False,1727269604046683002
216,False,1727269604057385563
217,False,1727269604068118532
218,False,1727269604078829500
219,False,1727269604089548242
220,False,1727269604100284449
221,False,1727269604110883046
222,False,1727269604121537388
223,False,1727269604132265350
224,False,1727269604142894969
225,False,1727269604153537686
226,False,1727269604164289119
227,False,1727269604175063181
228,False,1727269604185771580
229,False,1727269604196495514
230,False,1727269604207238895
231,False,1727269604217999913
232,False,1727269604228695670
233,False,1727269604239460687
234,False,1727269604249734320
235,False,1727269604260015356
236,False,1727269604270531330
237,False,1727269604280954545
238,False,1727269604291394663
239,False,1727269604301862162
240,False,1727269604312354223
241,False,1727269604322848923
242,False,1727269604333508247
243,False,1727269604344221825
244,False,1727269604354885424
245,False,1727269604365556832
246,False,1727269604376350485
247,False,1727269604387094655
248,False,1727269604397781166
249,False,1727269604408497785
250,False,1727269604419215400
251,False,1727269604429957842
252,False,1727269604440682489
253,False,1727269604451353483
254,False,1727269604462087560
255,False,1727269604472745712
256,False,1727269604483447893
257,False,1727269604494212189
258,False,1727269604504871864
259,False,1727269604515478305
260,False,1727269604526248228
261,False,1727269604536908292
262,False,1727269604547561093
263,False,1727269604558325411
264,False,1727269604568996637
265,False,1727269604579614512
266,False,1727269604590334495
267,False,1727269604601019903
268,False,1727269604611656605
269,False,1727269604622367887
270,False,1727269604633051306
271,False,1727269604643680541
272,False,1727269604654368815
273,False,1727269604665053017
274,False,1727269604675686450
275,False,1727269604686409499
276,False,1727269604697085114
277,False,1727269604707719617
278,False,1727269604718422978
279,False,1727269604729046033
280,False,1727269604739674343
281,False,1727269604750460897
282,False,1727269604761160969
283,False,1727269604771798096
284,False,1727269604782442012
285,False,1727269604793126286
286,False,1727269604803793859
287,False,1727269604814483122
288,False,1727269604825102501
289,False,1727269604835757111
290,False,1727269604846464034
291,False,1727269604857087073
292,False,1727269604867694144
293,False,1727269604878405815
294,False,1727269604889032899
295,False,1727269604899645005
296,False,1727269604910370266
297,False,1727269604921030544
298,False,1727269604931637672
299,False,1727269604942336564
300,False,1727269604953007986
301,False,1727269604963629183
302,False,1727269604974372340
303,False,1727269604984984593
304,False,1727269604995628618
305,False,1727269605006295210
306,False,1727269605016924076
307,False,1727269605027600204
308,False,1727269605038262853
309,False,1727269605048814661
310,False,1727269605059475320
311,False,1727269605070159652
312,False,1727269605080759485
313,False,1727269605091397569
314,False,1727269605102049230
315,False,1727269605112609541
316,False,1727269605123218222
317,False,1727269605133768375
318,False,1727269605144356267
319,False,1727269605154975979
320,False,1727269605165559531
321,False,1727269605176140766
322,False,1727269605186680844
323,False,1727269605196878048
324,False,1727269605207315135
325,False,1727269605217908675
326,False,1727269605228556296
327,False,1727269605239276987
328,False,1727269605249848688
329,False,1727269605260372641
330,False,1727269605270838552
331,False,1727269605281188291
332,False,1727269605291488498
333,False,1727269605301890316
334,False,1727269605312338109
335,False,1727269605322748861
336,False,1727269605333377734
337,False,1727269605343998920
338,False,1727269605354574400
339,False,1727269605365187675
340,False,1727269605375771272
341,False,1727269605386394634
342,False,1727269605397004497
343,False,1727269605407605702
344,False,1727269605418335531
345,False,1727269605428915431
346,False,1727269605439545713
347,False,1727269605450235619
348,False,1727269605460831123
349,False,1727269605471475607
350,False,1727269605482192264
351,False,1727269605492861596
352,False,1727269605503540225
353,False,1727269605514247447
354,False,1727269605524818123
355,False,1727269605535497652
356,False,1727269605546165820
357,False,1727269605556746180
358,False,1727269605567474909
359,False,1727269605578115053
360,False,1727269605588711547
361,False,1727269605599417272
362,False,1727269605610123036
363,False,1727269605620710368
364,False,1727269605631434397
365,False,1727269605642108495
366,False,1727269605652685134
367,False,1727269605663407338
368,False,1727269605674098653
369,False,1727269605684688086
370,False,1727269605695335417
371,False,1727269605705956494
372,False,1727269605716570989
373,False,1727269605727265673
374,False,1727269605737856188
375,False,1727269605748550094
376,False,1727269605759253360
377,False,1727269605769825003
378,False,1727269605780441819
379,False,1727269605790880833
380,False,1727269605801439898
381,False,1727269605812070680
382,False,1727269605822678677
383,False,1727269605833289267
384,False,1727269605843878054
385,False,1727269605854474176
386,False,1727269605865091020
387,False,1727269605875704537
388,False,1727269605886326530
389,False,1727269605896925109
390,False,1727269605907574721
391,False,1727269605918190413
392,False,1727269605928745085
393,False,1727269605939348761
394,False,1727269605949931665
395,False,1727269605960578699
396,False,1727269605971172370
397,False,1727269605981713947
398,False,1727269605992317000
399,False,1727269606002864370
400,False,1727269606013525293
401,False,1727269606024132664
402,False,1727269606034690344
403,False,1727269606045295625
404,False,1727269606055573301
405,False,1727269606066031398
406,False,1727269606076714693
407,False,1727269606087330617
408,False,1727269606097858979
409,False,1727269606108507288
410,False,1727269606119121945
411,False,1727269606129658518
412,False,1727269606140247518
413,False,1727269606150808296
414,False,1727269606161412743
415,False,1727269606172013086
416,False,1727269606182567406
417,False,1727269606193189243
418,False,1727269606203728802
419,False,1727269606214371310
420,False,1727269606224982183
421,False,1727269606235567295
422,False,1727269606246226420
423,False,1727269606256774878
424,False,1727269606267380430
425,False,1727269606278031529
426,False,1727269606288636136
427,False,1727269606299234129
428,False,1727269606309774190
429,False,1727269606320361996
430,False,1727269606330970333
431,False,1727269606341529654
432,False,1727269606352139437
433,False,1727269606362696018
434,False,1727269606373298956
435,False,1727269606383847446
436,False,1727269606394501402
437,False,1727269606405112308
438,False,1727269606415667393
439,False,1727269606426336499
440,False,1727269606436940148
441,False,1727269606447541476
442,False,1727269606458205567
443,False,1727269606468771279
444,False,1727269606479373484
445,False,1727269606489965719
446,False,1727269606500575224
447,False,1727269606511181888
448,False,1727269606521711591
449,False,1727269606532315536
450,False,1727269606542884044
451,False,1727269606553573443
452,False,1727269606564182186
453,False,1727269606574730081
454,False,1727269606585341530
455,False,1727269606595913514
456,False,1727269606606557847
457,False,1727269606617159673
458,False,1727269606627709693
459,False,1727269606638345016
460,False,1727269606648942159
461,False,1727269606659527234
462,False,1727269606670152841
463,False,1727269606680701395
464,False,1727269606691312905
465,False,1727269606701862215
466,False,1727269606712505710
467,False,1727269606723076426
468,False,1727269606733522205
469,False,1727269606743953546
470,False,1727269606754096213
471,False,1727269606764196343
472,False,1727269606774688277
473,False,1727269606785270743
474,False,1727269606795804705
475,False,1727269606806378548
476,False,1727269606816533979
477,False,1727269606826632419
478,False,1727269606836720059
479,False,1727269606846801782
480,False,1727269606856895992
481,False,1727269606866991899
482,False,1727269606877075184
483,False,1727269606887158750
484,False,1727269606897243107
485,False,1727269606907358114
486,False,1727269606917443037
487,False,1727269606927561903
488,False,1727269606937745108
489,False,1727269606948346118
490,False,1727269606959222452
491,False,1727269606969803102
492,False,1727269606980494771
493,False,1727269606991187594
494,False,1727269607001768720
495,False,1727269607012341475
496,False,1727269607022935048
497,False,1727269607033593231
498,False,1727269607044255579
499,False,1727269607054716260
500,False,1727269607065226207
501,False,1727269607075637597
502,False,1727269607086010944
503,False,1727269607096216703
504,False,1727269607106493799
505,False,1727269607116851953
506,False,1727269607127193901
507,False,1727269607137713062
508,False,1727269607148389465
509,False,1727269607159075649
510,False,1727269607169659306
511,False,1727269607180279684
512,False,1727269607190844432
513,False,1727269607201409453
514,False,1727269607212035282
515,False,1727269607222526434
516,False,1727269607233045817
517,False,1727269607243594530
518,False,1727269607254149315
519,False,1727269607264847665
520,False,1727269607275436657
521,False,1727269607285819630
522,False,1727269607296097028
523,False,1727269607306326120
524,False,1727269607316546336
525,False,1727269607326806193
526,False,1727269607336948655
527,False,1727269607347361221
528,False,1727269607357819936
529,False,1727269607368307246
530,False,1727269607378806032
531,False,1727269607389211802
532,False,1727269607399605209
533,False,1727269607410093428
534,False,1727269607420570506
535,False,1727269607431160374
536,False,1727269607441676574
537,False,1727269607452349972
538,False,1727269607462971570
539,False,1727269607473484908
540,False,1727269607484018697
541,False,1727269607494527051
542,False,1727269607505130138
543,False,1727269607515593220
544,False,1727269607526103502
545,False,1727269607536655038
546,False,1727269607547159534
547,False,1727269607557650163
548,False,1727269607568142557
549,False,1727269607578614030
550,False,1727269607589115041
551,False,1727269607599582910
552,False,1727269607610175683
553,False,1727269607620686933
554,False,1727269607631268872
555,False,1727269607641868506
556,False,1727269607652453025
557,False,1727269607663002251
558,False,1727269607673536032
559,False,1727269607684091329
560,False,1727269607694612593
561,False,1727269607705251728
562,False,1727269607715798545
563,False,1727269607726355841
564,False,1727269607736932035
565,False,1727269607747387844
566,False,1727269607757997982
567,False,1727269607768596611
568,False,1727269607779125346
569,False,1727269607789694885
570,False,1727269607800447195
571,False,1727269607810972770
572,False,1727269607821582088
573,False,1727269607832152598
574,False,1727269607842642691
575,False,1727269607853193832
576,False,1727269607863772551
577,False,1727269607874290906
578,False,1727269607884907269
579,False,1727269607895447456
580,False,1727269607906116363
581,False,1727269607916811117
582,False,1727269607927412465
583,False,1727269607937977203
584,False,1727269607948479974
585,False,1727269607959057204
586,False,1727269607969514643
587,False,1727269607979930285
588,False,1727269607990192929
589,False,1727269608000383613
590,False,1727269608010645668
591,False,1727269608021178621
592,False,1727269608031395085
593,False,1727269608041619565
594,False,1727269608051854340
595,False,1727269608062137946
596,False,1727269608072302227
597,False,1727269608082473173
598,False,1727269608092679003
599,False,1727269608103117953
600,False,1727269608113291240
601,False,1727269608123415611
602,False,1727269608133657839
603,False,1727269608143894874
604,False,1727269608154314407
605,False,1727269608164461490
606,False,1727269608174690213
607,False,1727269608185150171
608,False,1727269608195286984
609,False,1727269608205483745
610,False,1727269608215619123
611,False,1727269608226074234
612,False,1727269608236265287
613,False,1727269608246369669
614,False,1727269608256652866
615,False,1727269608266854830
616,False,1727269608277296951
617,False,1727269608287450539
618,False,1727269608297743073
619,False,1727269608307901658
620,False,1727269608318277491
621,False,1727269608328426671
622,False,1727269608338549480
623,False,1727269608348933533
624,False,1727269608359077970
625,False,1727269608369205062
626,False,1727269608379349854
627,False,1727269608389512435
628,False,1727269608399684050
629,False,1727269608409792434
630,False,1727269608419974492
631,False,1727269608430127106
632,False,1727269608440320627
633,False,1727269608450436152
634,False,1727269608460716934
635,False,1727269608470947866
636,False,1727269608481106437
637,False,1727269608491290587
638,False,1727269608501432239
639,False,1727269608511787499
640,False,1727269608522291674
641,False,1727269608532463065
642,False,1727269608542731562
643,False,1727269608553150650
644,False,1727269608563357552
645,False,1727269608573506579
646,False,1727269608583884603
647,False,1727269608594069375
648,False,1727269608604317088
649,False,1727269608614459291
650,False,1727269608624599821
651,False,1727269608634790464
652,False,1727269608644908158
653,False,1727269608655311875
654,False,1727269608665440091
655,False,1727269608675573393
656,False,1727269608686033932
657,False,1727269608696332164
658,False,1727269608706458471
659,False,1727269608716732016
660,False,1727269608726857190
661,False,1727269608737260225
662,False,1727269608747355985
663,False,1727269608757581819
664,False,1727269608767716794
665,False,1727269608778163420
666,False,1727269608788292039
667,False,1727269608798384555
668,False,1727269608808560760
669,False,1727269608818722353
670,False,1727269608829017061
671,False,1727269608839155836
672,False,1727269608849259959
673,False,1727269608859344084
674,False,1727269608869438305
675,False,1727269608879540118
676,False,1727269608889861377
677,False,1727269608900281577
678,False,1727269608910350302
679,False,1727269608920448944
680,False,1727269608930510118
681,False,1727269608940595576
682,False,1727269608950678277
683,False,1727269608960762281
684,False,1727269608970921386
685,False,1727269608981311473
686,False,1727269608991554115
687,False,1727269609001804331
688,False,1727269609011995955
689,False,1727269609022178659
690,False,1727269609032462197
691,False,1727269609042676145
692,False,1727269609052886378
693,False,1727269609063077883
694,False,1727269609073286962
695,False,1727269609083496379
696,False,1727269609093666783
697,False,1727269609103877814
698,False,1727269609114137952
699,False,1727269609124394050
700,False,1727269609134630962
701,False,1727269609144864558
702,False,1727269609155126847
703,False,1727269609165334897
704,False,1727269609175570143
705,False,1727269609185794655
706,False,1727269609196016983
707,False,1727269609206214747
708,False,1727269609216446576
709,False,1727269609226709926
710,False,1727269609237069973
711,False,1727269609247276449
712,False,1727269609257478923
713,False,1727269609267645987
714,False,1727269609277920702
715,False,1727269609288359054
716,False,1727269609298567367
717,False,1727269609308767430
718,False,1727269609319055930
719,False,1727269609329274394
720,False,1727269609339490564
721,False,1727269609349791361
722,False,1727269609360016798
723,False,1727269609370296098
724,False,1727269609380519122
725,False,1727269609390771881
726,False,1727269609400970790
727,False,1727269609411239052
728,False,1727269609421508386
729,False,1727269609431856905
730,False,1727269609442148520
731,False,1727269609452376606
732,False,1727269609462620434
733,False,1727269609472904445
734,False,1727269609483210472
735,False,1727269609493548765
736,False,1727269609503773933
737,False,1727269609514065042
738,False,1727269609524310000
739,False,1727269609534515422
740,False,1727269609544815889
741,False,1727269609555038442
742,False,1727269609565430081
743,False,1727269609575709773
744,False,1727269609585995899
745,False,1727269609596264702
746,False,1727269609606458518
747,False,1727269609616678635
748,False,1727269609626908741
749,False,1727269609637488330
750,False,1727269609647606640
751,False,1727269609658118655
752,False,1727269609668417448
753,False,1727269609678650904
754,False,1727269609688837295
755,False,1727269609699056142
756,False,1727269609709291314
757,False,1727269609719578665
758,False,1727269609730149522
759,False,1727269609740524795
760,False,1727269609750740868
761,False,1727269609760948470
762,False,1727269609771202595
763,False,1727269609781457741
764,False,1727269609791733307
765,False,1727269609802107640
766,False,1727269609812370893
767,False,1727269609822630767
768,False,1727269609832953822
769,False,1727269609843229152
770,False,1727269609853471859
771,False,1727269609863819423
772,False,1727269609874336494
773,False,1727269609885125584
774,False,1727269609895279854
775,False,1727269609906117192
776,False,1727269609916347671
777,False,1727269609926580895
778,False,1727269609937262054
779,False,1727269609947459596
780,False,1727269609957579045
781,False,1727269609968015838
782,False,1727269609978607790
783,False,1727269609989062303
784,False,1727269609999450744
785,False,1727269610009759638
786,False,1727269610020255876
787,False,1727269610031164548
788,False,1727269610041507613
789,False,1727269610052069030
790,False,1727269610062323617
791,False,1727269610072550910
792,False,1727269610082978622
793,False,1727269610093146588
794,False,1727269610103430759
795,False,1727269610114503797
796,False,1727269610124741340
797,False,1727269610135273053
798,False,1727269610145418279
799,False,1727269610155566566
800,False,1727269610166152251
801,False,1727269610176414753
802,False,1727269610187193975
803,False,1727269610198177990
804,False,1727269610208338703
805,False,1727269610218621431
806,False,1727269610228764627
807,False,1727269610239301031
808,False,1727269610249484146
809,False,1727269610259618689
810,False,1727269610270193759
811,False,1727269610280454018
812,False,1727269610290912495
813,False,1727269610302179055
814,False,1727269610312328500
815,False,1727269610323164617
816,False,1727269610333449830
817,False,1727269610343614435
818,False,1727269610353860915
819,False,1727269610364489652
820,False,1727269610374666230
821,False,1727269610385543205
822,False,1727269610395721579
823,False,1727269610406223604
824,False,1727269610416467944
825,False,1727269610426834953
826,False,1727269610437067251
827,False,1727269610447389188
828,False,1727269610458151885
829,False,1727269610468390750
830,False,1727269610478598525
831,False,1727269610488794224
832,False,1727269610499094924
833,False,1727269610509452217
834,False,1727269610520194690
835,False,1727269610530411758
836,False,1727269610540673564
837,False,1727269610550995515
838,False,1727269610561435259
839,False,1727269610571674907
840,False,1727269610582190651
841,False,1727269610592387383
842,False,1727269610602626183
843,False,1727269610613077197
844,False,1727269610623351298
845,False,1727269610633547085
846,False,1727269610643682758
847,False,1727269610653932534
848,False,1727269610664308919
849,False,1727269610674531827
850,False,1727269610684730268
851,False,1727269610695525827
852,False,1727269610705773522
853,False,1727269610716350450
854,False,1727269610726493601
855,False,1727269610737118606
856,False,1727269610747426885
857,False,1727269610757681019
858,False,1727269610768097281
859,False,1727269610778258104
860,False,1727269610788437153
861,False,1727269610798763723
862,False,1727269610808960131
863,False,1727269610819545057
864,False,1727269610830216155
865,False,1727269610840454822
866,False,1727269610850680761
867,False,1727269610861262902
868,False,1727269610871423188
869,False,1727269610881576928
870,False,1727269610891810633
871,False,1727269610902098744
872,False,1727269610912282376
873,False,1727269610922531554
874,False,1727269610932749092
875,False,1727269610943073425
876,False,1727269610953377657
877,False,1727269610963614210
878,False,1727269610973820670
879,False,1727269610984131608
880,False,1727269610994432765
881,False,1727269611004730893
882,False,1727269611014994459
883,False,1727269611025261782
884,False,1727269611035477640
885,False,1727269611045901889
886,False,1727269611056532233
887,False,1727269611067100598
888,False,1727269611077646639
889,False,1727269611088008744
890,False,1727269611098306201
891,False,1727269611108495436
892,False,1727269611118768465
893,False,1727269611128955917
894,False,1727269611139167184
895,False,1727269611149413549
896,False,1727269611159665885
897,False,1727269611169931420
898,False,1727269611180096982
899,False,1727269611190325374
900,False,1727269611200533850
901,False,1727269611211095986
902,False,1727269611221589368
903,False,1727269611231768342
904,False,1727269611242095874
905,False,1727269611252287025
906,False,1727269611262461187
907,False,1727269611272611412
908,False,1727269611283071407
909,False,1727269611293235801
910,False,1727269611303421365
911,False,1727269611314102778
912,False,1727269611324321590
913,False,1727269611334529443
914,False,1727269611344664978
915,False,1727269611354961050
916,False,1727269611365303036
917,False,1727269611375524546
918,False,1727269611385694976
919,False,1727269611395812574
920,False,1727269611406273111
921,False,1727269611416415762
922,False,1727269611426641906
923,False,1727269611436916495
924,False,1727269611447152877
925,False,1727269611457634679
926,False,1727269611468189478
927,False,1727269611478829968
928,False,1727269611489394766
929,False,1727269611499913298
930,False,1727269611510566672
931,False,1727269611521145152
932,False,1727269611531682214
933,False,1727269611542183479
934,False,1727269611552679033
935,False,1727269611563177706
936,False,1727269611573736314
937,False,1727269611584298505
938,False,1727269611594887391
939,False,1727269611605436866
940,False,1727269611616000167
941,False,1727269611626634707
942,False,1727269611637151236
943,False,1727269611647644824
944,False,1727269611658144133
945,False,1727269611668660875
946,False,1727269611679309007
947,False,1727269611689992901
948,False,1727269611700793926
949,False,1727269611711407369
950,False,1727269611721794802
951,False,1727269611732037853
952,False,1727269611742258569
953,False,1727269611752499387
954,False,1727269611762667550
